0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq226;size=472;	0	0	0	0	0	0	0	0	148	0	0	24	0	0	0	297	0	2	0	0	0	0	0	1	0
sq227;size=472;	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	463	0
sq228;size=471;	0	0	0	0	0	0	0	37	252	0	0	1	1	0	0	167	0	0	0	0	2	0	0	11	0
sq229;size=469;	0	0	0	1	0	0	0	103	150	0	4	33	3	11	0	3	0	57	0	0	49	0	2	53	0
sq230;size=460;	0	0	0	0	0	0	0	0	0	0	0	23	314	0	0	0	0	0	0	0	0	0	0	123	0
sq231;size=455;	0	0	0	34	0	0	0	8	23	0	17	4	0	360	0	0	0	7	0	0	1	0	0	1	0
sq232;size=449;	0	0	0	148	0	0	0	0	0	0	147	16	0	0	0	0	0	0	0	0	0	0	0	138	0
sq233;size=449;	0	0	0	102	0	0	0	25	11	0	129	47	0	9	0	20	0	40	0	0	1	0	0	65	0
sq234;size=449;	0	0	0	0	0	0	0	1	0	0	0	1	445	0	0	0	0	0	0	0	0	0	0	2	0
sq235;size=447;	0	0	0	14	0	0	0	135	91	0	23	28	0	0	0	0	0	11	0	0	145	0	0	0	0
sq236;size=447;	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	427	1
sq237;size=446;	0	0	0	159	0	0	0	109	0	0	101	0	0	13	0	0	0	0	0	0	64	0	0	0	0
sq238;size=443;	0	0	0	67	0	0	0	63	0	0	52	4	0	237	0	0	0	0	0	0	19	0	0	1	0
sq239;size=442;	0	0	0	63	0	0	0	20	0	0	56	2	0	238	0	4	0	6	0	0	51	0	2	0	0
sq240;size=442;	0	0	0	3	0	0	0	30	25	0	14	59	0	34	0	17	0	99	0	0	138	0	0	23	0
sq241;size=441;	0	0	0	26	2	0	0	113	117	0	25	63	2	16	0	4	0	46	0	0	8	0	0	19	0
sq242;size=440;	6	41	8	15	4	1	6	37	22	23	8	3	21	43	22	13	29	0	3	64	30	3	2	10	26
sq243;size=440;	0	0	0	11	0	0	0	5	18	0	9	55	5	0	0	115	0	39	0	0	91	0	0	92	0
sq244;size=435;	1	0	0	89	0	0	0	11	10	0	80	38	79	26	0	29	0	59	1	0	2	0	0	10	0
sq245;size=435;	0	0	0	25	0	0	0	19	0	0	29	2	0	254	0	0	0	0	0	0	106	0	0	0	0
sq246;size=432;	0	1	0	0	0	0	0	0	0	0	0	5	417	0	0	0	0	4	0	0	0	0	0	5	0
sq247;size=430;	0	0	0	101	0	0	0	4	0	0	120	9	0	53	0	51	0	0	0	0	92	0	0	0	0
sq248;size=430;	0	0	0	3	0	0	0	2	76	0	2	79	15	2	0	127	0	74	0	0	42	0	0	8	0
sq249;size=427;	0	0	0	0	0	0	0	0	1	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0
sq250;size=425;	0	0	0	57	0	0	0	50	0	0	70	9	0	219	0	0	0	3	0	0	17	0	0	0	0
sq251;size=421;	1	0	0	135	0	0	0	159	0	0	68	0	0	30	0	0	0	2	0	1	25	0	0	0	0
sq252;size=420;	0	0	0	0	0	0	0	0	0	0	0	11	23	0	0	0	0	0	0	0	0	0	0	386	0
sq253;size=419;	0	0	0	22	0	0	0	138	157	0	22	1	0	9	0	4	0	50	0	0	10	0	0	6	0
sq254;size=415;	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	391	1
sq255;size=406;	0	1	0	21	0	0	0	95	83	0	16	27	0	4	0	0	0	30	0	0	111	0	0	18	0
sq256;size=405;	0	0	0	31	0	0	0	52	3	0	24	49	0	2	0	52	0	34	0	0	104	0	0	54	0
sq257;size=405;	0	0	0	29	0	0	0	74	23	0	38	168	0	0	0	0	0	0	0	0	8	0	0	65	0
sq258;size=405;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	404	0	0	0	0
sq259;size=404;	0	0	0	138	0	0	0	0	0	0	150	0	1	111	0	0	0	2	0	0	2	0	0	0	0
sq260;size=402;	0	0	0	0	0	0	0	3	0	0	2	23	0	240	1	85	0	39	0	0	0	0	0	9	0
sq261;size=400;	0	0	0	220	0	0	0	0	0	0	171	0	0	9	0	0	0	0	0	0	0	0	0	0	0
sq262;size=397;	0	0	0	17	0	0	0	7	51	0	13	13	113	0	0	166	0	12	0	0	0	0	0	5	0
sq263;size=397;	0	0	0	0	0	0	0	0	0	0	0	63	68	0	0	46	0	0	0	0	0	0	0	220	0
sq264;size=391;	0	0	0	5	0	0	0	2	15	0	2	2	351	3	0	3	0	6	0	0	2	0	0	0	0
sq265;size=388;	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	2	0
sq266;size=384;	0	0	0	86	0	0	0	18	0	0	124	11	0	1	0	0	0	2	0	0	142	0	0	0	0
sq267;size=383;	0	0	0	0	0	0	0	0	0	0	0	17	361	0	0	0	0	0	0	0	0	0	0	5	0
sq268;size=377;	0	0	0	104	0	0	0	114	0	0	82	1	0	69	0	0	0	7	0	0	0	0	0	0	0
sq269;size=376;	0	0	0	0	0	1	0	27	112	0	0	27	0	0	0	79	0	75	0	0	0	0	0	55	0
sq270;size=375;	0	0	0	6	0	0	0	26	21	0	12	26	0	1	0	7	0	2	0	0	221	0	0	53	0
sq271;size=374;	1	0	0	0	0	0	0	0	18	0	1	107	0	0	0	115	0	104	0	0	11	0	0	17	0
sq272;size=374;	0	0	0	24	0	0	0	3	17	0	13	20	0	11	0	9	0	45	0	0	229	0	0	3	0
sq273;size=371;	0	0	0	157	0	0	0	1	0	0	110	0	0	29	0	0	0	0	0	0	74	0	0	0	0
sq274;size=370;	0	0	0	12	0	0	0	7	0	0	3	0	0	2	0	0	0	0	0	0	346	0	0	0	0
sq275;size=362;	0	0	0	0	0	1	0	121	0	0	0	0	0	28	0	156	0	54	0	0	0	0	0	2	0
sq276;size=358;	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	352	0
sq277;size=356;	0	0	0	37	0	0	0	41	84	0	32	34	0	2	0	39	0	19	0	0	13	0	0	55	0
sq278;size=356;	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	8	0	0	0	0	0	0	0	314	0
sq279;size=354;	0	0	0	49	0	0	0	25	45	0	25	81	0	0	0	50	0	37	0	0	23	0	0	19	0
sq280;size=348;	0	0	0	24	0	0	0	0	19	0	15	18	0	14	0	139	0	109	0	0	0	0	0	10	0
sq281;size=347;	0	0	0	12	0	0	0	10	90	0	10	8	0	0	0	147	0	27	0	0	5	0	0	38	0
sq282;size=345;	0	0	0	67	0	0	0	73	2	0	58	5	0	0	0	21	0	118	0	0	0	0	0	1	0
sq283;size=343;	0	0	0	1	0	0	0	177	4	0	1	51	4	1	0	0	0	27	0	0	67	0	0	10	0
sq284;size=341;	0	0	0	169	0	0	0	0	0	0	152	9	0	0	0	1	0	0	0	0	0	0	0	10	0
sq285;size=337;	0	0	0	25	0	0	0	33	7	0	8	62	0	22	0	4	0	0	0	0	170	0	0	6	0
sq286;size=337;	0	0	0	0	0	0	0	52	2	0	0	6	251	0	0	4	0	18	0	0	0	0	0	4	0
sq287;size=336;	0	0	0	65	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	215	0	0	0	0
sq288;size=336;	0	0	0	41	0	0	0	14	16	0	53	66	0	0	0	3	0	17	0	0	0	0	0	126	0
sq289;size=335;	0	0	0	9	0	0	0	1	79	0	2	92	0	22	0	5	0	23	0	0	25	0	0	77	0
sq290;size=335;	0	0	0	2	0	0	0	1	169	0	0	25	3	2	0	75	0	46	0	0	0	0	0	12	0
sq291;size=334;	0	0	0	9	0	0	0	165	41	0	23	26	0	7	0	20	1	25	0	0	13	0	0	4	0
sq292;size=334;	0	0	0	6	0	0	0	0	0	0	4	46	0	0	0	195	0	0	0	0	0	0	0	83	0
sq293;size=333;	0	0	0	84	0	0	0	78	0	0	92	0	3	35	0	13	0	18	0	0	10	0	0	0	0
sq294;size=333;	0	0	0	26	0	0	0	0	135	0	8	124	0	0	0	15	0	0	0	0	0	0	0	25	0
sq295;size=333;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	330	1
sq296;size=331;	0	0	0	0	0	0	0	4	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0
sq297;size=330;	0	0	0	39	0	0	0	54	0	0	40	51	0	3	0	37	0	59	0	0	0	0	0	47	0
sq298;size=328;	15	10	4	4	2	5	21	18	13	16	1	1	15	13	8	16	10	8	4	27	33	9	24	11	40
sq299;size=328;	0	0	0	19	0	0	0	0	54	0	17	71	0	1	0	42	0	10	0	0	15	0	0	99	0
sq300;size=326;	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	5	0
sq301;size=324;	0	0	0	9	0	0	0	78	0	0	6	0	0	14	0	1	0	18	0	0	198	0	0	0	0
sq302;size=323;	0	0	0	43	0	0	0	0	44	0	50	24	1	7	0	103	0	0	0	0	38	0	0	13	0
sq303;size=322;	0	0	0	23	0	0	0	34	1	0	23	6	0	0	0	0	0	43	0	0	192	0	0	0	0
sq304;size=320;	0	0	0	1	0	0	0	1	0	0	3	13	301	0	0	0	0	0	0	0	0	0	0	0	1
sq305;size=318;	0	0	0	130	0	0	0	33	29	0	52	2	0	8	0	0	0	8	0	0	56	0	0	0	0
sq306;size=317;	0	0	0	96	0	0	0	3	4	0	88	3	0	13	0	3	0	93	0	0	0	0	0	14	0
sq307;size=317;	0	0	0	12	0	0	0	19	128	0	10	52	0	2	0	9	0	17	0	0	49	0	0	19	0
sq308;size=316;	0	0	0	0	0	0	0	2	0	0	0	0	0	309	0	0	0	5	0	0	0	0	0	0	0
sq309;size=315;	0	0	0	19	0	0	0	28	0	0	2	5	0	236	0	0	4	6	0	0	15	0	0	0	0
sq310;size=315;	0	0	0	0	0	0	0	12	6	0	0	0	155	0	0	22	0	6	0	0	106	0	0	8	0
sq311;size=313;	0	0	0	85	0	0	0	0	0	0	63	16	0	86	0	58	0	5	0	0	0	0	0	0	0
sq312;size=313;	0	0	0	17	0	0	0	37	44	0	28	68	0	0	1	44	0	29	0	0	12	0	0	33	0
sq313;size=312;	0	0	0	0	0	0	0	0	107	0	1	181	0	0	0	0	0	0	0	0	0	1	0	22	0
sq314;size=311;	0	0	0	19	0	0	0	39	37	0	13	81	1	0	0	18	0	23	0	0	47	0	0	33	0
sq315;size=311;	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	279	0	16	0	0	0	0	0	6	0
sq316;size=311;	0	0	0	0	0	0	0	0	47	0	0	15	1	0	0	19	0	7	0	0	0	0	0	222	0
sq317;size=310;	0	0	0	1	0	0	0	0	241	0	2	6	0	29	0	18	0	13	0	0	0	0	0	0	0
sq318;size=310;	0	0	0	0	0	0	0	0	51	0	0	242	0	0	0	3	0	0	0	0	0	0	0	14	0
sq319;size=309;	0	0	0	85	0	0	0	68	0	0	80	2	1	40	0	1	0	0	0	0	32	0	0	0	0
sq320;size=306;	0	0	0	99	0	0	0	29	11	0	98	29	0	9	0	3	0	25	0	0	2	0	0	1	0
sq321;size=304;	0	0	0	91	0	0	0	132	0	0	67	0	0	5	0	1	0	0	0	0	8	0	0	0	0
sq322;size=302;	0	0	0	0	0	0	0	0	0	0	0	5	0	134	0	84	0	54	0	0	0	0	0	25	0
sq323;size=297;	0	0	0	0	0	0	0	35	37	0	1	62	67	0	0	36	0	28	0	0	0	0	0	31	0
sq324;size=297;	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	103	0
sq325;size=296;	0	0	0	4	0	0	0	0	124	0	2	28	0	31	0	34	0	53	0	0	0	0	0	20	0
sq326;size=293;	0	0	0	0	0	0	0	0	0	0	0	38	238	0	0	0	0	0	0	0	0	0	0	17	0
sq327;size=289;	0	0	0	122	0	0	0	11	0	0	94	1	0	26	0	0	0	5	0	0	30	0	0	0	0
sq328;size=287;	0	0	0	1	0	0	0	8	29	0	0	39	0	20	0	13	0	112	1	0	28	0	0	36	0
sq329;size=286;	0	0	0	0	0	0	0	0	3	0	0	4	170	0	0	37	1	0	0	0	0	0	0	71	0
sq330;size=284;	0	0	0	3	0	0	0	21	0	0	5	0	0	248	0	0	0	0	0	0	7	0	0	0	0
sq331;size=284;	0	0	0	0	0	0	0	2	20	0	0	15	0	0	0	200	0	19	0	0	0	0	0	28	0
sq332;size=283;	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	5	0
sq333;size=282;	0	0	0	178	0	0	0	0	1	0	88	3	0	0	0	1	0	0	0	0	11	0	0	0	0
sq334;size=282;	0	0	0	0	0	0	0	0	141	0	0	9	0	0	0	65	0	39	0	0	0	0	0	28	0
sq335;size=281;	0	0	0	112	0	0	0	13	0	0	101	0	0	7	0	0	0	36	0	0	12	0	0	0	0
sq336;size=279;	0	0	0	14	0	0	0	0	0	0	13	48	0	0	0	0	0	0	0	0	0	0	0	204	0
sq337;size=277;	0	0	0	148	0	0	0	0	0	0	92	8	0	27	0	0	1	0	0	0	1	0	0	0	0
sq338;size=277;	0	0	0	120	0	0	0	27	0	0	100	2	0	6	0	0	0	0	0	0	22	0	0	0	0
sq339;size=277;	0	0	0	0	0	0	0	2	14	0	1	43	0	0	0	55	0	36	0	0	59	0	0	67	0
sq340;size=277;	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	1
sq341;size=275;	0	0	0	115	0	0	0	72	0	0	82	0	0	6	0	0	0	0	0	0	0	0	0	0	0
sq342;size=275;	0	0	0	53	0	0	0	46	7	0	23	20	0	16	0	0	0	6	0	0	104	0	0	0	0
sq343;size=274;	0	0	0	28	0	0	0	0	52	0	29	41	1	0	0	42	0	29	0	0	0	0	0	52	0
sq344;size=273;	0	0	0	40	0	0	0	18	49	0	39	51	0	32	0	4	0	15	0	0	6	0	0	19	0
sq345;size=273;	0	0	0	9	0	0	0	0	64	0	9	110	0	0	0	14	0	0	0	0	0	0	0	66	1
sq346;size=272;	0	0	0	0	0	0	0	115	2	0	1	19	0	55	0	38	0	42	0	0	0	0	0	0	0
sq347;size=272;	0	0	0	0	0	0	0	0	0	0	1	6	0	264	0	0	1	0	0	0	0	0	0	0	0
sq348;size=271;	0	0	0	0	0	0	0	68	0	0	0	0	0	102	0	5	0	13	0	7	14	0	0	62	0
sq349;size=270;	0	0	0	20	0	0	0	5	16	0	15	94	6	0	0	10	0	23	0	0	1	0	0	79	1
sq350;size=270;	0	0	0	0	0	0	0	0	21	0	0	0	0	238	0	11	0	0	0	0	0	0	0	0	0
sq351;size=269;	0	0	0	65	0	0	0	9	0	0	46	3	0	0	0	7	0	139	0	0	0	0	0	0	0
sq352;size=268;	0	0	0	61	0	0	0	5	0	0	56	9	0	124	0	13	0	0	0	0	0	0	0	0	0
sq353;size=267;	0	0	0	125	0	0	0	35	0	0	97	0	0	0	0	0	0	0	0	0	10	0	0	0	0
sq354;size=267;	0	0	0	90	0	0	0	38	1	0	53	22	2	18	0	4	0	33	0	0	0	0	0	6	0
sq355;size=267;	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0
sq356;size=266;	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	247	0
sq357;size=261;	0	0	0	45	0	0	0	5	14	0	40	3	0	3	0	3	0	32	0	0	82	0	0	33	1
sq358;size=260;	0	0	0	40	0	0	0	0	0	0	30	190	0	0	0	0	0	0	0	0	0	0	0	0	0
sq359;size=259;	0	0	0	0	0	0	0	0	26	0	0	2	0	0	0	231	0	0	0	0	0	0	0	0	0
sq360;size=257;	0	0	0	64	0	0	0	78	0	0	64	7	0	42	0	0	0	0	0	0	2	0	0	0	0
sq361;size=257;	0	0	0	50	0	0	0	2	12	0	38	22	0	37	0	9	0	26	0	1	4	0	0	56	0
sq362;size=257;	0	0	0	0	0	0	0	0	0	0	3	48	0	0	0	16	0	23	0	0	0	0	0	167	0
sq363;size=257;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	206	0	0	0	0	0	0	0
sq364;size=256;	0	0	0	30	0	0	0	0	6	0	28	170	0	0	0	22	0	0	0	0	0	0	0	0	0
sq365;size=256;	0	0	0	6	0	0	0	0	1	0	15	148	0	40	0	0	0	3	0	0	0	0	0	43	0
sq366;size=255;	0	0	0	46	0	0	0	179	0	0	27	3	0	0	0	0	0	0	0	0	0	0	0	0	0
sq367;size=255;	0	0	0	0	0	0	0	77	115	0	3	1	4	0	0	44	0	6	0	0	0	0	0	5	0
sq368;size=254;	0	0	0	108	0	0	0	31	0	0	107	4	0	0	0	0	0	0	0	0	2	0	2	0	0
sq369;size=253;	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	117	1
sq370;size=250;	22	0	8	0	10	8	0	6	75	1	0	0	14	0	0	22	0	16	8	0	33	7	4	3	13
sq371;size=250;	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	20	0
sq372;size=249;	14	10	2	5	1	6	10	8	13	22	3	3	5	14	6	15	8	6	1	27	21	16	9	7	17
sq373;size=249;	0	0	0	5	0	0	0	0	5	0	6	1	224	0	0	3	0	0	0	0	0	0	0	5	0
sq374;size=249;	0	0	0	0	0	0	0	4	0	0	0	14	0	13	0	179	0	39	0	0	0	0	0	0	0
sq375;size=248;	0	0	0	19	0	0	0	19	60	0	22	20	0	0	0	23	0	68	0	0	0	0	2	15	0
sq376;size=248;	0	0	0	3	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	17	0
sq377;size=247;	0	0	0	119	0	0	0	0	0	0	104	0	0	22	0	2	0	0	0	0	0	0	0	0	0
sq378;size=247;	0	0	0	40	0	0	0	0	0	0	30	116	1	0	0	0	0	0	0	0	0	0	0	60	0
sq379;size=247;	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	100	0	0	0	0	0	0	0	101	0
sq380;size=246;	1	0	0	0	0	0	0	0	32	0	0	7	0	11	0	152	0	39	0	0	0	0	0	4	0
sq381;size=246;	0	0	0	2	0	0	0	78	1	0	0	64	0	1	0	5	0	2	0	0	0	0	0	93	0
sq382;size=245;	0	0	0	77	0	0	0	16	9	0	70	25	0	3	0	0	0	4	0	0	36	0	0	5	0
sq383;size=244;	0	0	0	63	0	0	0	0	9	0	49	74	0	0	0	11	0	1	0	0	1	0	0	36	0
sq384;size=243;	0	0	0	0	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	212	0
sq385;size=241;	0	0	0	143	0	0	0	0	0	0	87	4	0	7	0	0	0	0	0	0	0	0	0	0	0
sq386;size=241;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0
sq387;size=239;	0	0	0	0	0	0	0	0	0	0	0	17	0	2	0	105	0	0	0	9	0	0	0	106	0
sq388;size=237;	0	0	0	32	1	0	0	146	14	0	22	0	13	4	0	0	0	5	0	0	0	0	0	0	0
sq389;size=236;	0	0	0	0	0	0	0	55	10	0	1	30	0	0	0	7	0	18	0	0	93	0	0	22	0
sq390;size=234;	0	0	0	7	0	0	0	3	0	0	8	38	1	0	0	56	0	23	0	0	0	0	1	97	0
sq391;size=234;	0	0	0	0	0	0	0	0	115	0	0	4	0	0	0	82	0	33	0	0	0	0	0	0	0
sq392;size=233;	0	0	0	49	0	0	0	41	5	0	66	0	0	71	0	0	0	0	0	0	1	0	0	0	0
sq393;size=233;	0	0	0	0	0	0	0	0	0	0	0	114	14	0	0	0	0	0	0	0	0	0	0	105	0
sq394;size=230;	0	0	0	78	0	0	0	54	0	0	89	0	0	9	0	0	0	0	0	0	0	0	0	0	0
sq395;size=230;	0	0	0	2	0	0	0	15	2	0	0	64	0	1	0	6	0	37	0	0	39	0	0	64	0
sq396;size=229;	0	0	0	9	0	0	0	11	6	0	9	74	3	0	0	2	0	1	0	0	11	0	0	103	0
sq397;size=227;	0	0	0	44	0	0	0	49	6	0	44	11	0	0	0	13	0	44	0	0	0	0	0	16	0
sq398;size=227;	0	0	0	7	0	0	0	3	1	0	6	5	0	0	0	123	0	82	0	0	0	0	0	0	0
sq399;size=226;	0	0	0	94	0	0	0	2	0	0	75	0	0	23	0	0	0	6	0	0	23	0	3	0	0
sq400;size=226;	0	0	0	76	0	0	0	25	2	0	94	5	0	16	0	0	0	8	0	0	0	0	0	0	0
sq401;size=225;	11	8	3	1	1	8	18	9	8	7	2	5	5	11	6	9	14	2	4	14	20	11	18	7	23
sq402;size=224;	0	0	0	0	0	0	0	0	0	0	0	14	64	0	0	0	0	0	0	0	0	0	0	146	0
sq403;size=223;	0	0	0	0	0	0	0	0	0	0	0	4	20	0	0	3	0	0	0	0	0	0	0	194	2
sq404;size=222;	0	0	0	83	0	0	0	0	5	0	86	0	0	0	0	3	0	32	0	0	0	0	0	13	0
sq405;size=222;	0	0	0	0	0	0	0	20	2	0	0	0	21	0	0	26	0	18	0	0	0	0	0	135	0
sq406;size=221;	0	0	0	112	0	0	0	11	0	0	95	1	0	0	0	0	0	0	0	0	0	0	2	0	0
sq407;size=221;	0	0	0	30	0	0	0	20	1	0	27	27	0	18	0	11	0	30	0	0	26	0	0	31	0
sq408;size=220;	0	0	0	29	0	0	0	0	0	0	11	0	0	170	0	0	0	10	0	0	0	0	0	0	0
sq409;size=220;	0	0	0	0	0	0	0	0	0	0	0	58	123	0	0	4	0	0	0	0	0	0	0	35	0
sq410;size=219;	0	0	0	32	0	0	0	17	24	0	27	0	1	0	0	104	0	1	0	0	5	0	0	8	0
sq411;size=219;	0	0	0	31	0	0	0	22	5	0	43	23	0	0	0	26	0	19	0	0	0	0	0	50	0
sq412;size=218;	10	10	5	4	4	3	20	8	11	5	6	1	12	11	7	10	4	3	4	17	15	16	11	8	13
sq413;size=215;	0	0	0	40	0	0	0	32	0	0	51	0	0	88	0	0	0	0	0	0	4	0	0	0	0
sq414;size=214;	10	5	4	1	2	10	13	5	8	15	2	0	6	13	11	5	14	4	1	22	26	13	8	7	9
sq415;size=214;	0	0	0	0	0	0	0	0	0	0	0	48	102	0	0	22	0	0	0	0	0	0	0	42	0
sq416;size=213;	0	0	0	32	0	1	0	7	10	0	12	37	2	1	0	46	0	50	0	0	7	0	0	8	0
sq417;size=213;	0	0	0	10	0	0	0	0	28	0	11	13	0	0	0	86	0	58	1	0	0	0	0	6	0
sq418;size=213;	0	0	0	0	0	0	0	6	20	0	0	26	0	1	0	19	0	39	0	0	39	0	0	63	0
sq419;size=213;	0	0	0	0	0	0	0	0	0	0	0	75	6	0	0	0	0	0	0	0	0	0	0	132	0
sq420;size=213;	0	0	0	0	0	0	0	0	0	0	0	33	0	90	0	21	0	37	1	0	0	0	0	31	0
sq421;size=212;	0	0	0	0	0	0	0	0	13	0	0	17	0	0	0	159	0	9	2	0	0	0	0	11	1
sq422;size=211;	0	0	0	41	0	0	0	0	0	0	44	0	0	125	0	1	0	0	0	0	0	0	0	0	0
sq423;size=211;	0	0	0	0	0	0	0	2	46	0	2	12	0	26	0	0	0	23	0	0	100	0	0	0	0
sq424;size=210;	0	0	0	6	0	0	0	48	70	0	4	56	0	0	0	3	0	5	0	0	0	0	0	18	0
sq425;size=209;	0	0	0	12	0	0	0	64	1	0	8	0	0	122	0	1	0	1	0	0	0	0	0	0	0
sq426;size=207;	0	0	0	0	0	0	0	156	0	0	0	5	2	44	0	0	0	0	0	0	0	0	0	0	0
sq427;size=207;	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	99	0	0	0	0	0	0	0	97	0
sq428;size=206;	0	0	0	2	0	0	0	16	16	0	1	0	0	0	0	0	0	0	0	0	171	0	0	0	0
sq429;size=205;	0	0	0	0	0	0	0	0	14	0	1	32	0	0	0	0	0	68	0	0	35	0	0	55	0
sq430;size=204;	0	0	0	0	0	0	0	0	16	0	0	3	0	0	0	181	0	0	0	0	0	0	0	4	0
sq431;size=203;	0	0	0	0	0	0	0	0	0	0	0	63	75	0	0	3	0	0	0	0	0	0	0	62	0
sq432;size=202;	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	99	0	1	0	0	0	0	0	1	0
sq433;size=201;	0	0	0	0	0	0	0	0	26	0	0	3	142	0	0	17	0	7	0	0	0	0	0	6	0
sq434;size=201;	0	0	0	0	0	0	0	0	0	0	1	156	0	0	0	0	0	0	0	0	0	0	0	44	0
sq435;size=201;	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	181	0
sq436;size=198;	0	0	0	62	0	0	0	22	0	0	44	0	0	70	0	0	0	0	0	0	0	0	0	0	0
sq437;size=198;	0	0	0	0	0	0	0	0	110	0	0	38	0	2	0	1	0	0	0	0	0	0	0	47	0
sq438;size=197;	0	0	0	0	0	0	0	3	55	0	0	11	0	0	0	47	0	24	0	1	10	0	0	46	0
sq439;size=196;	0	0	0	36	0	0	0	35	0	0	32	0	0	1	0	0	0	0	0	0	92	0	0	0	0
sq440;size=196;	0	0	0	14	0	0	0	1	0	0	24	0	0	146	0	0	0	4	0	0	7	0	0	0	0
sq441;size=196;	0	0	0	0	0	0	0	7	14	0	0	22	77	0	0	36	0	33	0	0	0	0	0	7	0
sq442;size=196;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	177	0	17	0	0	0	0	0	1	0
sq443;size=195;	1	0	0	0	0	0	0	6	4	0	0	3	0	120	1	0	0	60	0	0	0	0	0	0	0
sq444;size=195;	0	0	0	0	0	0	0	0	0	0	0	7	174	0	0	0	0	0	0	0	0	0	0	14	0
sq445;size=193;	0	0	0	55	0	0	0	26	1	0	100	0	0	2	0	6	0	1	0	0	2	0	0	0	0
sq446;size=191;	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	12	0
sq447;size=191;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0
sq448;size=189;	0	0	0	0	0	0	0	2	3	0	2	4	167	0	0	3	0	1	0	0	5	0	0	2	0
sq449;size=188;	0	0	0	110	0	0	0	0	3	0	54	21	0	0	0	0	0	0	0	0	0	0	0	0	0
sq450;size=187;	0	0	0	33	0	0	0	64	14	0	14	0	0	10	0	7	0	25	0	0	20	0	0	0	0
sq451;size=187;	0	0	0	11	0	0	0	10	61	0	4	36	0	0	0	0	0	10	0	0	2	0	0	53	0
sq452;size=187;	0	0	0	3	0	0	0	26	119	0	1	16	0	2	0	17	0	1	0	0	0	0	0	2	0
sq453;size=186;	0	0	0	0	0	0	0	4	46	0	0	9	0	0	0	39	0	23	0	0	56	0	0	9	0
sq454;size=185;	0	0	0	22	0	0	0	29	29	0	13	33	0	5	0	6	0	2	0	0	1	0	0	45	0
sq455;size=185;	0	0	0	4	0	0	0	1	6	0	0	36	0	0	0	62	0	0	0	0	0	0	0	76	0
sq456;size=185;	0	0	0	0	0	0	0	2	103	0	0	14	0	0	0	9	0	28	0	0	0	0	0	29	0
sq457;size=185;	0	0	0	0	0	0	0	0	12	0	1	11	0	0	0	99	0	28	0	0	0	0	0	34	0
sq458;size=185;	0	0	0	0	0	0	0	0	3	0	0	0	95	0	0	54	0	8	0	0	0	0	0	25	0
sq459;size=184;	0	0	0	28	0	0	0	30	0	0	24	7	0	93	0	0	0	0	0	0	2	0	0	0	0
