0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq694;size=92;	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	49	0	16	0	0	0	0	0	21	0
sq695;size=92;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
sq696;size=91;	0	0	0	28	0	0	0	0	10	0	26	3	0	0	0	10	0	13	0	0	0	0	0	1	0
sq697;size=91;	0	0	0	7	0	0	0	10	3	0	16	7	0	0	0	3	0	18	0	0	20	0	0	7	0
sq698;size=91;	0	0	0	2	0	0	0	36	0	0	4	2	0	45	0	1	0	0	0	0	1	0	0	0	0
sq699;size=91;	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0
sq700;size=91;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0
sq701;size=90;	6	3	1	4	1	2	6	1	2	5	1	0	1	3	5	3	2	2	0	14	6	8	5	4	5
sq702;size=90;	3	11	1	3	0	0	0	5	4	9	1	2	3	10	8	4	5	0	0	8	5	0	0	6	2
sq703;size=90;	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0
sq704;size=90;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
sq705;size=89;	0	0	0	21	0	0	0	0	0	0	13	23	0	5	0	0	0	0	0	0	26	0	1	0	0
sq706;size=89;	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	37	0	6	1	0	29	0	0	12	0
sq707;size=88;	0	0	0	9	0	0	0	2	3	0	3	7	0	0	0	0	0	0	0	0	58	0	0	6	0
sq708;size=88;	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0
sq709;size=88;	0	0	0	0	0	0	0	0	39	0	0	26	0	0	0	16	0	0	0	0	0	0	0	7	0
sq710;size=87;	2	9	1	0	0	1	0	2	9	8	0	0	4	12	3	6	1	1	0	9	4	0	2	5	8
sq711;size=87;	0	0	0	15	0	0	0	17	3	0	10	24	0	0	0	10	0	1	0	0	0	0	0	7	0
sq712;size=87;	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
sq713;size=87;	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0
sq714;size=86;	3	2	10	1	2	5	0	3	4	4	0	0	0	7	4	9	8	4	5	0	10	1	1	2	1
sq715;size=86;	0	0	0	1	0	0	0	0	8	0	3	22	0	1	0	0	0	0	0	0	45	0	0	6	0
sq716;size=86;	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	61	0
sq717;size=86;	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	79	0
sq718;size=85;	4	0	2	1	2	1	2	5	17	0	8	0	8	0	0	8	0	4	2	0	11	0	2	3	5
sq719;size=85;	0	0	0	12	0	0	0	0	0	0	7	0	0	66	0	0	0	0	0	0	0	0	0	0	0
sq720;size=85;	0	0	0	1	0	0	0	0	15	0	0	26	0	0	0	27	0	1	0	0	0	0	0	15	0
sq721;size=85;	0	0	0	0	0	0	0	6	2	0	0	12	0	0	0	6	0	1	0	0	0	0	0	58	0
sq722;size=85;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0
sq723;size=84;	0	0	0	0	0	0	0	0	0	0	0	29	5	0	0	4	0	0	0	0	0	0	0	46	0
sq724;size=83;	1	0	0	1	0	0	0	30	1	0	2	0	0	28	0	0	0	17	1	0	2	0	0	0	0
sq725;size=83;	0	0	0	22	0	0	0	20	0	0	17	18	0	0	0	0	0	1	0	0	1	0	0	4	0
sq726;size=83;	0	0	0	7	0	0	0	0	38	0	3	10	0	0	0	0	0	7	0	0	0	0	0	18	0
sq727;size=83;	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
sq728;size=82;	20	3	2	1	1	11	1	2	0	2	0	2	0	1	0	0	3	8	1	3	5	7	6	0	3
sq729;size=82;	0	0	0	3	0	0	0	0	0	0	3	0	0	76	0	0	0	0	0	0	0	0	0	0	0
sq730;size=82;	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0
sq731;size=82;	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	55	0	0	0	0	0	0	0	18	0
sq732;size=81;	0	0	0	28	2	0	0	2	0	0	27	0	0	20	0	0	0	0	0	0	2	0	0	0	0
sq733;size=81;	0	0	0	0	0	0	0	4	0	0	0	0	0	70	0	0	1	6	0	0	0	0	0	0	0
sq734;size=81;	0	0	0	0	0	0	0	0	21	0	0	18	0	0	0	33	0	9	0	0	0	0	0	0	0
sq735;size=80;	0	1	0	0	0	0	3	7	5	0	0	1	6	12	9	4	2	0	0	6	4	0	5	7	8
sq736;size=80;	0	0	0	0	0	0	0	0	0	0	0	25	0	6	0	15	0	3	0	0	0	0	0	31	0
sq737;size=79;	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	68	0	5	0	0	0	0	0	1	0
sq738;size=79;	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	60	0
sq739;size=79;	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	18	0	34	0	0	0	0	0	0	0
sq740;size=78;	0	0	0	39	0	0	0	0	0	0	36	2	0	0	0	0	0	1	0	0	0	0	0	0	0
sq741;size=78;	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	2	0	0	0	0	43	0	0	11	0
sq742;size=78;	0	0	0	0	0	0	0	0	0	0	0	12	66	0	0	0	0	0	0	0	0	0	0	0	0
sq743;size=77;	2	8	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	21	0	0	0	0	37
sq744;size=77;	0	0	0	39	0	0	0	0	0	0	30	4	0	1	0	0	0	3	0	0	0	0	0	0	0
sq745;size=77;	0	0	0	10	0	0	0	0	53	0	8	4	0	0	0	0	0	2	0	0	0	0	0	0	0
sq746;size=77;	0	0	0	0	0	0	0	0	65	0	0	2	2	0	0	0	0	8	0	0	0	0	0	0	0
sq747;size=77;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
sq748;size=76;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
sq749;size=75;	0	0	0	31	0	0	0	15	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq750;size=75;	0	0	0	17	0	0	0	0	0	0	15	4	10	0	0	17	0	0	0	0	0	0	0	12	0
sq751;size=75;	0	0	0	15	0	0	0	0	5	0	5	6	0	0	0	2	0	38	0	0	0	0	0	4	0
sq752;size=75;	0	0	0	12	0	0	0	0	0	0	4	7	0	8	0	0	0	41	0	0	1	0	0	2	0
sq753;size=75;	0	0	0	6	0	0	0	8	0	0	13	6	0	0	0	0	0	27	0	0	12	0	0	3	0
sq754;size=75;	0	0	0	3	0	0	0	0	20	0	1	16	0	0	0	2	0	20	0	0	0	0	0	13	0
sq755;size=75;	0	0	0	3	0	0	0	16	6	0	2	26	0	0	0	1	0	0	0	0	0	0	0	21	0
sq756;size=75;	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	60	0	0	0	0	0	0	0
sq757;size=75;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	1	0	0	0	0
sq758;size=75;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	25	0
sq759;size=74;	0	0	0	27	0	0	0	0	0	0	43	0	0	2	0	0	0	0	0	0	2	0	0	0	0
sq760;size=74;	0	0	0	1	0	0	0	0	0	0	0	6	0	55	0	0	0	12	0	0	0	0	0	0	0
sq761;size=74;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	65	0	0	0	0	0	0	0
sq762;size=74;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0
sq763;size=73;	0	0	0	7	0	0	0	0	0	0	3	36	0	0	0	0	0	0	0	0	0	0	0	27	0
sq764;size=73;	0	0	0	5	0	0	0	2	8	0	0	16	0	0	0	2	0	39	0	0	0	0	0	1	0
sq765;size=73;	0	0	0	2	0	0	0	2	28	0	1	11	0	0	0	2	0	7	0	0	15	0	0	5	0
sq766;size=73;	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	61	0	0	0	0	0	0	0
sq767;size=73;	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq768;size=73;	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	19	0
sq769;size=73;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0
sq770;size=72;	0	0	0	11	0	0	0	0	0	0	5	41	0	0	0	0	0	7	0	0	0	0	0	8	0
sq771;size=72;	0	0	0	0	0	0	0	7	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq772;size=72;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	28	0	0	0	0	0	0	0
sq773;size=72;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	71	0
sq774;size=71;	0	0	0	30	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq775;size=71;	0	0	0	16	0	0	0	0	0	0	30	9	0	0	0	0	0	16	0	0	0	0	0	0	0
sq776;size=71;	0	0	0	2	0	0	0	22	36	0	2	5	0	0	0	0	0	0	0	0	0	0	0	4	0
sq777;size=71;	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq778;size=71;	0	0	0	0	0	0	0	7	1	0	0	10	0	0	0	21	0	17	0	0	0	0	0	15	0
sq779;size=71;	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	1	0
sq780;size=71;	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0
sq781;size=71;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	10	0	0	0	0	0	24	0
sq782;size=70;	0	0	0	36	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq783;size=70;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	67	0
sq784;size=70;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1
sq785;size=69;	5	5	1	2	1	2	13	1	3	1	1	0	3	1	3	3	3	3	0	5	3	6	3	1	0
sq786;size=69;	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq787;size=69;	0	0	0	0	0	0	0	0	49	0	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0
sq788;size=69;	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	12	0
sq789;size=69;	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	44	0
sq790;size=69;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0
sq791;size=68;	0	0	0	10	0	0	0	30	4	0	17	0	0	2	0	0	0	0	0	0	5	0	0	0	0
sq792;size=68;	0	0	0	0	0	0	0	0	54	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0
sq793;size=68;	0	0	0	0	0	0	0	0	2	0	0	31	0	0	0	2	0	18	0	0	2	0	0	13	0
sq794;size=67;	0	0	0	41	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq795;size=67;	0	0	0	37	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq796;size=67;	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
sq797;size=67;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0
sq798;size=66;	0	0	0	37	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq799;size=66;	0	0	0	36	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq800;size=66;	0	0	0	19	0	0	0	14	0	0	22	0	0	11	0	0	0	0	0	0	0	0	0	0	0
sq801;size=66;	0	0	0	14	0	0	0	1	23	0	16	7	0	5	0	0	0	0	0	0	0	0	0	0	0
sq802;size=66;	0	0	0	0	0	0	0	1	39	0	2	3	0	0	0	5	0	14	0	0	1	0	0	1	0
sq803;size=66;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	54	0	0	0	0	0	0	0	8	0
sq804;size=65;	0	0	0	17	0	0	0	14	0	0	5	14	0	5	0	0	0	2	0	0	5	0	0	3	0
sq805;size=65;	0	0	0	13	0	0	0	0	29	0	3	6	12	0	0	2	0	0	0	0	0	0	0	0	0
sq806;size=65;	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq807;size=65;	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	34	0	11	0	0	0	0	0	14	0
sq808;size=65;	0	0	0	0	0	0	0	0	0	0	0	4	51	0	0	0	0	0	0	0	0	0	0	10	0
sq809;size=65;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	39	0	0	14	0
sq810;size=64;	0	0	0	0	0	0	0	0	0	0	0	2	55	0	0	4	0	3	0	0	0	0	0	0	0
sq811;size=63;	0	0	0	10	0	0	0	0	1	0	4	7	0	0	0	4	0	11	0	0	25	0	0	1	0
sq812;size=63;	0	0	0	0	0	0	0	11	2	0	0	0	8	15	6	1	6	0	0	1	2	0	0	2	9
sq813;size=62;	2	2	0	1	2	2	10	0	1	0	0	0	4	0	1	1	0	1	2	2	11	6	6	1	7
sq814;size=62;	0	0	0	3	0	0	0	0	0	0	1	0	0	58	0	0	0	0	0	0	0	0	0	0	0
sq815;size=62;	0	0	0	0	0	0	0	50	3	0	0	4	1	0	0	0	0	4	0	0	0	0	0	0	0
sq816;size=62;	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	44	0	0	0	0	0	0	0	2	0
sq817;size=62;	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	32	0
sq818;size=62;	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	32	0
sq819;size=61;	3	2	0	0	2	1	5	2	5	3	0	0	4	1	1	4	0	2	1	0	2	9	5	5	4
sq820;size=61;	0	0	0	17	0	0	0	0	7	0	13	2	0	3	0	2	0	8	0	0	0	0	0	9	0
sq821;size=61;	0	0	0	15	0	0	0	36	0	0	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0
sq822;size=61;	0	0	0	15	0	0	0	8	10	0	17	9	0	0	0	2	0	0	0	0	0	0	0	0	0
sq823;size=61;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0
sq824;size=61;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0
sq825;size=60;	0	0	0	30	0	0	0	0	0	0	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0
sq826;size=60;	0	0	0	14	0	0	0	1	11	0	23	0	0	0	0	2	0	8	0	0	1	0	0	0	0
sq827;size=60;	0	0	0	4	0	0	0	16	0	0	3	11	0	2	0	0	0	24	0	0	0	0	0	0	0
sq828;size=60;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0
sq829;size=60;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
sq830;size=59;	0	0	0	24	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sq831;size=59;	0	0	0	0	0	0	0	22	6	0	0	7	0	1	0	11	0	2	0	0	2	0	0	8	0
sq832;size=59;	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq833;size=59;	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	31	0	18	0	0	0	0	0	2	0
sq834;size=59;	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	24	0	0	0	0	0	2	0
sq835;size=59;	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	27	0
sq836;size=59;	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	45	0	0	0	0	0	0	0	9	0
sq837;size=58;	0	1	0	8	0	0	0	3	4	2	16	8	1	2	0	0	1	0	0	6	3	1	0	1	1
sq838;size=58;	0	0	0	39	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq839;size=58;	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq840;size=58;	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	52	0
sq841;size=58;	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	42	0
sq842;size=57;	0	0	0	32	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq843;size=57;	0	0	0	30	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq844;size=57;	0	0	0	14	0	0	0	10	0	0	6	0	0	11	0	0	0	16	0	0	0	0	0	0	0
sq845;size=57;	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
sq846;size=57;	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	9	0	0	0	0	0	0	0	3	0
sq847;size=57;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0
sq848;size=57;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	3	0	0	0	0	0	0	0
sq849;size=56;	4	5	0	0	0	0	2	0	2	5	0	0	4	1	1	1	3	0	0	10	1	5	2	3	7
sq850;size=56;	0	0	0	27	0	0	0	0	2	0	15	3	0	0	0	0	0	0	0	0	0	0	0	9	0
sq851;size=56;	0	0	0	20	0	0	0	4	0	0	11	14	0	0	0	0	0	3	0	0	0	0	0	4	0
sq852;size=56;	0	0	0	4	0	0	0	3	1	0	5	8	0	1	0	0	0	11	0	0	23	0	0	0	0
sq853;size=55;	0	0	0	11	0	0	0	0	2	0	28	9	1	0	0	0	0	4	0	0	0	0	0	0	0
sq854;size=55;	0	0	0	9	0	0	0	0	4	0	5	1	0	0	1	27	0	5	0	0	0	0	0	3	0
sq855;size=55;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
sq856;size=54;	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	38	0	0	0	0	0	3	0
sq857;size=54;	0	0	0	36	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq858;size=54;	0	0	0	27	0	0	0	0	0	0	22	0	0	0	0	3	0	0	0	0	0	0	0	2	0
sq859;size=54;	0	0	0	9	0	0	0	0	28	0	2	9	0	0	0	0	0	0	0	0	5	0	0	1	0
sq860;size=54;	0	0	0	7	0	0	0	0	4	0	8	2	0	0	0	0	0	19	0	0	0	0	0	14	0
sq861;size=54;	0	0	0	5	0	0	0	0	16	0	4	0	0	29	0	0	0	0	0	0	0	0	0	0	0
sq862;size=54;	0	0	0	3	0	0	0	6	11	0	15	0	0	3	0	3	0	0	0	0	13	0	0	0	0
sq863;size=54;	0	0	0	0	0	0	17	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	17	2	3
sq864;size=54;	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	20	0	1	0	0	0	0	0	4	0
sq865;size=54;	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	1	0	0	0	0	0	0	0	41	0
sq866;size=54;	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	47	1
sq867;size=54;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
sq868;size=53;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	43	0	0	0	0	0	0	0
sq869;size=53;	0	0	0	0	0	0	0	1	17	0	0	3	0	0	0	0	0	0	0	4	0	0	0	28	0
sq870;size=53;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	36	0
sq871;size=52;	0	0	0	13	0	0	0	20	0	0	3	13	0	0	0	0	0	0	0	0	2	0	1	0	0
sq872;size=52;	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	17	0	0	0	0	0	22	0
sq873;size=52;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	3	0	0	0	0	0	0	0
sq874;size=51;	2	4	0	0	1	2	2	1	2	6	0	0	2	1	0	2	1	6	0	7	3	1	3	4	1
sq875;size=51;	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	38	1
sq876;size=51;	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	39	0	0	0	0	0	4	0
sq877;size=51;	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	25	0	0	0	0	0	0	0
sq878;size=51;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
sq879;size=50;	0	1	3	0	0	2	1	3	2	5	0	0	0	2	4	3	1	5	1	3	5	2	1	3	3
sq880;size=50;	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq881;size=50;	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	30	0	0	0	0	0	0	0	9	0
sq882;size=50;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
sq883;size=49;	0	0	0	42	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq884;size=49;	0	0	0	7	0	0	0	18	0	0	2	8	1	0	0	11	0	1	0	0	1	0	0	0	0
sq885;size=49;	0	0	0	4	0	0	0	2	0	0	6	0	0	5	0	0	0	5	0	0	27	0	0	0	0
sq886;size=49;	0	0	0	3	0	0	0	0	11	0	9	0	25	0	0	1	0	0	0	0	0	0	0	0	0
sq887;size=49;	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	19	0	0	0	0	0	23	0
sq888;size=49;	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	4	0	39	0	0	0	0	0	0	0
sq889;size=49;	0	0	0	0	0	0	0	0	7	0	0	12	18	0	0	8	0	0	0	0	0	0	0	4	0
sq890;size=49;	0	0	0	0	0	0	0	0	6	0	0	40	0	0	0	0	0	2	0	0	0	0	0	1	0
sq891;size=49;	0	0	0	0	0	0	0	0	0	0	1	0	22	0	0	26	0	0	0	0	0	0	0	0	0
sq892;size=49;	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	33	0
sq893;size=49;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0
sq894;size=48;	0	0	0	1	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	1	0	0	0	0
sq895;size=48;	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	24	0	13	0	0	0	0	0	0	0
sq896;size=48;	0	0	0	0	0	0	0	0	3	0	0	13	0	0	0	32	0	0	0	0	0	0	0	0	0
sq897;size=48;	0	0	0	0	0	0	0	0	0	0	0	19	28	0	0	0	0	0	0	0	0	0	0	1	0
sq898;size=48;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	34	0
sq899;size=47;	0	0	0	4	0	0	0	1	2	0	5	5	0	18	0	8	0	1	0	0	2	0	0	1	0
sq900;size=47;	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0
sq901;size=47;	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	4	0	0	39	0	0	0	0
sq902;size=47;	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	42	0	0	0	0	1	0	0	0	0
sq903;size=47;	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	17	0
sq904;size=47;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	44	0
sq905;size=47;	0	0	0	0	0	0	0	0	0	0	0	1	0	30	0	16	0	0	0	0	0	0	0	0	0
sq906;size=46;	0	0	0	25	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sq907;size=46;	0	0	0	0	0	0	0	0	21	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
sq908;size=46;	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	14	0
sq909;size=45;	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	0	0	29	0
sq910;size=45;	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	16	0	23	0	0	0	0	0	1	0
sq911;size=44;	0	0	0	3	0	0	0	0	0	0	1	5	0	0	0	2	0	1	0	0	0	0	0	32	0
sq912;size=44;	0	0	0	3	0	0	0	0	0	0	4	5	6	0	0	0	0	14	0	0	0	0	0	11	1
sq913;size=44;	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	19	0	20	0	0	0	0	0	1	0
sq914;size=44;	0	0	0	0	0	0	0	0	0	0	0	1	0	30	0	0	0	13	0	0	0	0	0	0	0
sq915;size=44;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0
sq916;size=43;	3	0	0	1	3	2	2	0	0	2	1	0	3	1	0	1	0	2	0	0	4	5	8	2	3
sq917;size=43;	0	0	0	20	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq918;size=43;	0	0	0	3	0	0	0	0	0	0	5	2	0	0	0	17	0	1	0	0	0	0	0	15	0
sq919;size=43;	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	24	0
sq920;size=43;	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
sq921;size=43;	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	34	0
sq922;size=43;	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	39	0	0	0	0	0	0	0
sq923;size=43;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42	0
sq924;size=43;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0
sq925;size=43;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0
sq926;size=42;	2	0	0	13	0	1	0	0	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0
sq927;size=42;	0	0	0	0	0	0	0	5	0	0	0	0	0	21	0	0	0	0	0	0	16	0	0	0	0
