0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq801;size=235;	0	0	0	0	0	211	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
sq802;size=233;	8	5	3	0	11	0	0	0	12	106	0	3	0	0	5	19	0	4	43	0	1	12	1	0	0
sq803;size=233;	0	7	5	0	2	0	0	0	18	0	0	2	0	0	14	67	0	24	87	0	0	3	0	4	0
sq804;size=233;	0	5	4	0	9	71	0	0	13	100	0	3	2	0	0	12	0	0	7	0	0	7	0	0	0
sq805;size=233;	0	0	11	0	1	0	0	0	1	0	0	9	36	0	0	32	0	0	5	3	3	95	3	34	0
sq806;size=233;	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq807;size=232;	0	3	40	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	182	0
sq808;size=232;	0	0	0	0	0	223	1	0	0	1	0	0	1	0	0	1	0	0	0	3	0	1	0	1	0
sq809;size=231;	224	2	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
sq810;size=231;	196	4	0	0	1	0	0	0	0	0	0	0	0	5	6	0	15	0	0	0	0	0	2	2	0
sq811;size=231;	28	0	6	0	22	0	0	25	23	0	4	6	8	7	10	7	5	4	4	10	46	0	16	0	0
sq812;size=231;	15	9	14	0	11	0	0	9	23	11	0	0	0	0	9	79	0	12	8	0	0	2	6	23	0
sq813;size=231;	7	8	0	0	10	0	0	25	13	0	6	8	19	8	12	17	12	23	10	0	2	9	35	7	0
sq814;size=231;	0	0	24	0	0	0	0	0	0	0	0	17	94	0	0	37	0	0	11	3	0	35	0	10	0
sq815;size=231;	0	0	8	0	0	210	0	0	8	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0
sq816;size=230;	2	4	10	0	1	0	0	10	18	0	0	1	10	5	13	7	10	7	13	94	0	13	0	12	0
sq817;size=230;	0	0	2	0	0	0	0	0	0	0	0	5	80	0	0	22	0	0	0	0	0	78	2	41	0
sq818;size=229;	7	4	3	0	6	150	0	1	3	0	0	3	0	10	4	3	7	5	3	2	13	0	2	3	0
sq819;size=228;	0	17	83	0	0	0	0	0	5	0	16	83	0	0	0	0	0	0	0	0	0	0	0	24	0
sq820;size=228;	0	6	53	0	0	0	0	7	46	0	32	56	0	0	6	0	0	0	0	22	0	0	0	0	0
sq821;size=228;	0	0	33	0	0	0	0	0	10	0	0	3	10	0	3	79	0	0	32	46	0	6	0	6	0
sq822;size=227;	9	6	19	0	15	10	0	4	25	0	8	9	0	8	18	4	13	21	15	12	10	0	6	15	0
sq823;size=227;	3	3	2	0	6	0	0	0	21	0	0	0	0	5	11	25	14	56	70	0	0	8	0	3	0
sq824;size=226;	29	90	2	0	4	0	0	0	13	0	27	1	2	0	0	0	0	0	0	0	0	0	57	1	0
sq825;size=225;	28	11	3	0	12	11	0	22	16	0	4	4	1	5	6	1	17	8	9	0	49	1	17	0	0
sq826;size=225;	13	23	1	0	30	0	0	2	31	0	0	2	3	0	13	20	6	35	42	0	0	3	1	0	0
sq827;size=225;	11	0	0	0	20	0	0	16	0	0	4	6	0	35	25	13	12	39	22	0	10	0	12	0	0
sq828;size=225;	3	6	0	0	4	0	0	0	10	0	0	0	11	0	6	48	11	38	31	0	0	26	16	15	0
sq829;size=225;	0	13	0	0	5	45	0	0	3	0	41	3	2	0	6	42	1	17	38	0	0	8	0	1	0
sq830;size=225;	0	0	0	0	0	0	0	1	3	220	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
sq831;size=224;	8	8	19	0	16	0	0	7	26	63	3	11	8	1	10	2	7	12	2	1	7	0	7	6	0
sq832;size=224;	0	15	7	0	8	0	0	0	16	0	0	1	0	1	1	65	0	30	42	6	0	16	0	16	0
sq833;size=224;	0	4	0	0	1	0	0	7	30	0	19	10	0	7	9	10	23	13	0	0	23	3	38	27	0
sq834;size=222;	13	3	5	0	12	0	0	13	5	11	5	5	2	8	16	14	17	29	40	0	17	3	4	0	0
sq835;size=222;	0	12	7	0	16	0	0	0	15	0	1	5	31	0	4	42	6	13	42	0	0	18	1	9	0
sq836;size=222;	0	3	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	211	0	2	0	0	0
sq837;size=222;	0	1	4	0	6	0	0	0	3	0	0	5	0	0	4	34	0	39	17	0	0	108	0	1	0
sq838;size=222;	0	0	14	0	0	0	0	0	0	0	0	12	47	0	0	4	0	0	6	0	0	80	0	59	0
sq839;size=221;	10	0	1	0	4	0	0	29	0	0	41	3	0	25	10	1	18	3	0	0	64	0	12	0	0
sq840;size=221;	10	9	8	0	0	0	0	0	14	0	14	50	4	0	3	29	1	17	10	0	21	5	0	26	0
sq841;size=221;	3	7	38	0	14	60	0	12	26	0	0	0	0	0	1	20	1	1	16	14	0	4	0	4	0
sq842;size=221;	1	6	4	0	9	15	0	24	15	0	0	5	0	31	10	6	18	28	27	0	7	9	3	3	0
sq843;size=221;	0	1	5	0	0	0	0	0	65	0	0	74	0	2	34	12	0	0	0	0	0	3	0	25	0
sq844;size=220;	0	2	5	20	0	0	123	0	7	0	0	3	0	0	0	7	0	0	0	0	0	43	0	10	0
sq845;size=219;	11	8	25	0	11	9	0	23	11	0	12	8	8	5	8	11	4	12	6	2	23	3	4	15	0
sq846;size=219;	5	0	29	0	0	0	0	3	20	0	6	10	21	12	8	29	0	1	0	0	0	2	35	38	0
sq847;size=217;	48	34	0	0	31	0	0	13	0	0	0	2	0	1	2	0	0	6	2	0	16	0	61	1	0
sq848;size=217;	6	1	0	0	6	0	0	0	14	0	3	0	0	0	18	5	52	10	3	0	97	0	2	0	0
sq849;size=217;	4	5	8	0	0	0	0	4	15	0	14	11	1	0	35	61	7	6	25	0	0	5	2	14	0
sq850;size=217;	3	10	46	0	0	0	0	9	43	0	2	65	21	0	4	8	0	0	0	0	0	0	0	6	0
sq851;size=217;	0	0	0	0	0	0	0	0	5	0	0	11	0	0	22	18	27	35	94	0	0	0	5	0	0
sq852;size=215;	1	5	5	0	3	0	0	38	18	0	28	1	0	36	11	0	16	15	3	0	26	0	9	0	0
sq853;size=214;	12	19	1	0	6	0	0	16	25	0	0	6	0	13	11	45	8	14	15	0	0	0	12	11	0
sq854;size=214;	0	0	0	0	0	0	0	2	3	0	0	0	0	52	12	5	51	72	3	0	0	0	14	0	0
sq855;size=213;	6	2	0	0	4	0	0	3	11	0	11	6	11	8	20	22	20	26	48	0	13	0	2	0	0
sq856;size=212;	22	37	0	0	22	0	0	0	0	0	0	0	0	6	7	2	37	19	20	0	0	6	34	0	0
sq857;size=212;	1	7	20	0	0	109	0	0	13	0	1	3	2	0	1	3	8	10	2	0	0	10	0	22	0
sq858;size=210;	6	1	8	0	4	0	0	8	19	0	13	9	4	1	21	5	34	19	19	0	29	0	6	4	0
sq859;size=210;	2	8	11	0	7	0	0	0	21	7	3	14	3	3	11	18	15	34	32	0	0	3	11	7	0
sq860;size=210;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0
sq861;size=209;	9	7	5	0	8	0	0	5	33	0	16	7	3	12	14	5	18	19	20	0	8	3	12	5	0
sq862;size=209;	0	0	0	0	0	0	0	0	0	0	0	10	33	0	0	0	0	0	0	0	0	86	5	75	0
sq863;size=208;	2	3	2	0	1	0	0	0	3	166	0	1	10	0	9	4	2	1	2	0	0	0	2	0	0
sq864;size=207;	53	3	0	0	26	0	0	17	11	0	0	9	0	6	5	0	0	6	0	0	30	0	29	12	0
sq865;size=206;	4	6	6	0	2	0	0	8	5	0	24	11	0	16	19	16	10	51	13	0	0	0	15	0	0
sq866;size=206;	3	6	14	0	3	0	0	0	12	0	0	13	2	3	10	2	6	15	0	0	16	14	58	29	0
sq867;size=206;	0	2	0	0	0	0	0	0	0	0	5	34	5	0	147	10	1	0	2	0	0	0	0	0	0
sq868;size=205;	3	0	1	0	16	0	0	20	9	0	14	6	7	4	7	15	20	15	30	0	12	9	15	2	0
sq869;size=205;	1	6	8	0	5	0	0	1	27	0	12	9	12	0	5	37	3	10	41	0	3	10	3	12	0
sq870;size=204;	10	13	0	0	8	0	0	0	0	0	0	0	0	30	3	9	53	48	17	0	3	0	9	1	0
sq871;size=204;	0	0	3	0	13	32	0	1	7	0	0	3	4	3	0	88	0	6	13	0	0	19	0	12	0
sq872;size=204;	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq873;size=203;	3	6	12	0	0	0	1	15	54	0	50	33	2	4	2	1	3	0	0	0	1	1	1	14	0
sq874;size=203;	0	45	143	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0
sq875;size=202;	15	4	10	0	30	0	0	0	36	0	0	27	0	3	6	18	0	25	0	0	9	0	8	11	0
sq876;size=202;	5	6	12	0	3	0	0	3	16	0	0	7	0	0	10	19	22	20	29	0	39	0	2	9	0
sq877;size=202;	1	2	6	0	7	1	0	0	32	3	0	0	0	0	2	75	0	5	31	0	0	32	0	5	0
sq878;size=202;	0	1	0	0	5	0	0	7	14	0	0	8	0	25	23	6	51	22	9	0	0	0	15	16	0
sq879;size=202;	0	0	100	0	0	0	0	0	0	0	0	7	0	0	2	3	0	0	8	56	0	4	0	22	0
sq880;size=201;	10	4	2	0	4	0	0	23	6	0	18	10	3	25	7	5	23	18	4	0	9	10	19	1	0
sq881;size=201;	8	20	1	0	9	0	0	2	22	0	0	2	0	8	8	16	14	37	6	0	0	0	40	8	0
sq882;size=201;	2	0	0	0	0	0	0	9	0	0	99	0	0	69	0	0	5	0	3	0	14	0	0	0	0
sq883;size=201;	0	0	3	0	0	137	0	0	20	0	0	0	2	0	0	28	0	0	0	0	0	8	0	3	0
sq884;size=200;	52	0	0	0	41	0	0	20	3	0	3	0	0	12	2	0	49	2	7	0	0	0	9	0	0
sq885;size=198;	195	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq886;size=198;	188	2	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
sq887;size=198;	29	21	20	0	5	0	0	9	1	0	4	4	0	6	7	0	12	13	2	0	50	1	11	3	0
sq888;size=198;	4	3	10	0	1	0	0	0	11	0	0	0	0	1	61	30	2	28	46	0	0	0	1	0	0
sq889;size=197;	6	4	14	0	0	1	0	11	13	0	7	4	0	8	2	9	5	3	1	57	20	14	6	12	0
sq890;size=197;	0	0	5	0	0	0	0	0	4	128	0	2	0	0	6	1	0	33	15	0	0	0	0	3	0
sq891;size=197;	0	0	1	0	2	0	0	100	0	0	0	0	0	51	1	0	22	5	0	0	7	3	5	0	0
sq892;size=196;	131	15	31	0	1	0	0	0	4	0	0	0	0	0	5	1	0	6	2	0	0	0	0	0	0
sq893;size=196;	12	6	17	0	6	0	0	5	12	0	11	4	9	0	4	26	3	0	1	0	0	13	11	56	0
sq894;size=196;	11	8	3	0	8	0	0	32	5	0	8	0	2	7	3	4	24	19	15	0	29	11	6	1	0
sq895;size=196;	4	1	11	0	0	0	0	0	0	0	21	9	17	52	1	4	4	8	0	0	19	19	8	18	0
sq896;size=196;	2	16	7	0	0	0	0	2	14	0	0	1	3	0	0	11	9	15	14	0	0	0	33	69	0
sq897;size=196;	0	2	3	0	0	0	0	0	0	0	2	2	46	0	0	3	0	0	2	0	0	27	0	109	0
sq898;size=196;	0	0	0	0	2	0	135	0	0	0	0	1	1	0	0	0	3	0	1	4	0	0	0	0	49
sq899;size=195;	31	2	5	0	15	0	0	9	7	0	15	11	0	9	26	3	22	15	6	0	3	1	15	0	0
sq900;size=195;	11	0	3	0	0	0	0	41	13	0	0	3	19	20	0	4	12	1	1	0	13	5	47	2	0
sq901;size=195;	0	0	34	0	0	117	0	0	0	0	0	2	15	0	7	16	0	0	0	2	0	0	0	2	0
sq902;size=194;	6	8	10	0	1	77	0	0	33	0	0	13	2	0	1	0	4	0	0	0	2	0	4	33	0
sq903;size=194;	3	7	13	0	3	0	0	3	33	0	7	10	1	0	11	41	2	6	33	0	1	9	2	9	0
sq904;size=194;	0	4	0	0	0	0	0	6	2	0	0	0	8	0	3	2	0	0	0	130	0	35	0	4	0
sq905;size=192;	10	5	10	0	15	0	0	7	9	0	2	8	5	20	13	3	2	7	4	35	19	4	8	6	0
sq906;size=192;	5	2	7	0	1	0	0	0	19	0	0	4	0	0	11	55	0	21	64	0	0	0	0	3	0
sq907;size=192;	1	0	0	0	5	0	0	4	0	0	117	0	0	9	0	0	1	0	0	0	28	0	27	0	0
sq908;size=191;	8	17	9	0	9	0	0	0	0	0	0	2	0	0	21	19	36	15	29	0	0	0	25	1	0
sq909;size=191;	0	7	10	0	6	0	0	0	13	14	1	1	33	0	2	36	2	4	32	14	0	4	2	10	0
sq910;size=190;	11	7	7	0	1	0	0	0	34	0	2	11	0	5	19	4	21	9	11	0	11	1	20	16	0
sq911;size=190;	2	0	0	0	0	0	0	1	3	0	122	0	1	47	0	0	3	2	0	0	9	0	0	0	0
sq912;size=190;	0	7	1	0	4	0	0	0	12	0	0	0	11	0	4	26	0	0	0	0	0	123	0	2	0
sq913;size=190;	0	1	4	0	3	0	0	0	11	0	0	2	8	0	3	27	0	3	40	85	0	0	2	1	0
sq914;size=190;	0	0	4	0	2	0	0	6	7	0	0	5	21	7	13	18	1	11	11	73	0	2	0	9	0
sq915;size=189;	7	10	16	0	8	0	0	23	17	0	3	5	0	6	2	4	20	9	3	0	28	0	28	0	0
sq916;size=189;	6	3	8	0	11	0	0	7	5	0	17	1	0	28	5	15	24	22	6	0	25	1	5	0	0
sq917;size=189;	0	0	0	0	0	0	0	2	0	0	0	0	7	15	14	5	68	59	7	0	10	0	2	0	0
sq918;size=188;	2	0	4	0	0	49	0	0	5	0	0	5	15	0	1	24	1	8	54	0	0	14	0	6	0
sq919;size=188;	0	0	0	0	1	0	0	22	4	0	4	0	0	23	8	5	72	18	2	0	13	0	15	1	0
sq920;size=188;	0	0	0	0	1	0	0	0	0	0	0	0	0	129	2	1	43	1	0	0	0	0	11	0	0
sq921;size=188;	0	0	0	0	0	0	0	0	1	176	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0
sq922;size=186;	9	4	9	0	17	7	0	14	27	0	2	4	0	18	11	12	14	14	0	0	9	7	8	0	0
sq923;size=186;	9	15	13	0	16	0	0	8	29	0	0	3	0	1	2	12	18	14	23	0	4	10	4	5	0
sq924;size=185;	26	11	0	0	7	0	0	21	14	0	19	2	0	9	17	4	7	3	2	0	34	0	7	2	0
sq925;size=185;	9	27	74	0	0	0	0	0	41	0	0	30	0	0	4	0	0	0	0	0	0	0	0	0	0
sq926;size=185;	0	0	10	0	0	0	0	0	4	0	5	62	9	0	2	15	0	0	0	0	0	35	0	43	0
sq927;size=184;	13	11	8	0	3	0	0	4	0	0	0	10	0	35	20	0	17	37	21	0	0	0	0	5	0
sq928;size=184;	8	2	9	0	0	0	0	0	83	0	0	34	22	0	0	2	0	4	0	16	1	0	2	1	0
sq929;size=184;	0	0	36	0	0	0	0	0	0	0	0	3	9	0	0	18	0	0	0	90	0	14	0	14	0
sq930;size=183;	43	3	3	0	9	0	0	9	2	0	10	9	0	15	0	10	47	10	7	0	0	0	6	0	0
sq931;size=183;	4	1	2	0	14	0	0	1	7	0	0	4	0	5	22	23	5	14	49	0	13	10	5	4	0
sq932;size=183;	0	5	4	0	12	0	0	34	13	0	4	8	0	7	4	15	25	14	20	0	7	6	3	2	0
sq933;size=183;	0	0	7	0	0	0	0	0	0	0	2	4	42	0	4	41	0	1	11	2	0	55	1	13	0
sq934;size=182;	0	0	0	0	2	174	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0
sq935;size=181;	6	19	0	0	7	0	0	0	12	0	0	3	0	0	4	38	0	6	75	0	0	3	7	1	0
sq936;size=181;	6	0	0	0	13	0	0	60	1	0	14	0	0	57	2	0	3	3	0	0	0	0	22	0	0
sq937;size=181;	5	0	38	0	17	17	0	0	4	0	3	1	1	13	14	4	21	14	15	0	4	6	4	0	0
sq938;size=181;	0	3	36	0	0	0	0	0	2	0	0	121	4	0	0	2	0	0	0	0	0	0	0	13	0
sq939;size=181;	0	0	9	0	2	0	0	8	31	0	0	12	1	1	9	25	12	2	18	10	2	0	4	35	0
sq940;size=180;	4	20	7	0	14	0	0	0	23	0	0	7	0	0	6	16	6	24	36	0	0	7	9	1	0
sq941;size=180;	3	4	9	0	0	0	0	17	5	0	0	8	0	12	3	12	22	19	13	1	0	33	13	6	0
sq942;size=180;	0	5	6	0	0	0	0	0	27	0	0	0	14	0	2	37	0	1	12	31	0	40	0	5	0
sq943;size=180;	0	4	12	0	0	0	0	7	10	0	0	0	37	0	0	8	0	0	3	25	0	53	1	20	0
sq944;size=179;	0	0	17	0	0	0	0	0	2	0	0	3	11	5	1	106	0	0	11	0	0	22	0	1	0
sq945;size=178;	9	60	24	0	6	0	0	0	3	0	0	1	0	1	4	3	4	21	0	0	0	0	18	24	0
sq946;size=178;	2	7	14	0	4	0	0	0	21	0	18	4	5	4	13	15	3	12	34	0	4	3	1	14	0
sq947;size=178;	0	4	7	0	0	0	0	0	3	0	0	0	7	4	6	25	6	44	62	0	0	6	0	4	0
sq948;size=178;	0	2	6	0	6	0	0	0	15	0	0	0	11	0	6	58	0	8	17	0	0	46	0	3	0
sq949;size=178;	0	0	10	0	0	138	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	16	0	3	0
sq950;size=178;	0	0	5	0	0	0	0	0	0	0	0	46	0	0	0	9	0	0	0	70	0	31	0	17	0
sq951;size=178;	0	0	1	0	0	0	0	0	9	0	23	12	1	7	9	48	18	17	16	0	0	6	6	5	0
sq952;size=177;	32	2	0	0	12	0	0	16	0	0	17	0	0	34	1	0	19	6	0	0	0	0	36	2	0
sq953;size=177;	0	1	63	0	1	0	0	0	35	0	0	44	0	0	7	15	0	0	2	0	0	0	0	9	0
sq954;size=177;	0	0	4	0	0	88	0	1	0	0	0	5	1	0	4	33	0	0	8	0	0	28	0	5	0
sq955;size=177;	0	0	0	0	8	0	0	5	31	0	9	0	0	0	16	9	6	31	34	0	24	0	0	4	0
sq956;size=176;	8	1	4	0	10	0	0	17	3	0	15	14	2	14	18	2	16	10	3	0	8	0	27	4	0
sq957;size=176;	5	2	5	0	38	14	0	23	13	0	2	2	0	10	15	8	7	18	5	0	8	1	0	0	0
sq958;size=176;	4	8	25	0	0	0	0	0	0	0	4	42	0	0	1	19	0	2	24	11	0	10	0	26	0
sq959;size=176;	2	3	3	0	5	0	0	2	7	0	0	2	1	11	5	0	0	2	1	108	0	10	1	13	0
sq960;size=176;	0	1	22	0	3	1	0	0	5	0	36	33	17	3	8	7	0	0	6	1	11	0	8	14	0
sq961;size=176;	0	0	148	0	0	0	0	0	4	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0
sq962;size=175;	18	17	8	0	4	0	0	0	2	0	0	1	1	5	10	10	2	35	34	0	0	4	16	8	0
sq963;size=175;	2	0	0	0	4	0	0	23	0	0	4	2	0	114	1	0	1	7	0	0	3	0	14	0	0
sq964;size=175;	1	10	1	0	1	20	0	19	7	0	2	2	2	3	16	22	6	13	45	0	3	2	0	0	0
sq965;size=175;	0	4	6	0	7	1	0	0	22	31	2	0	0	0	0	75	0	0	2	0	0	12	3	10	0
sq966;size=175;	0	1	0	0	3	0	0	1	4	44	0	0	6	11	5	29	5	4	30	0	0	26	0	6	0
sq967;size=174;	83	0	0	0	10	0	0	8	1	0	10	1	0	2	3	0	25	8	0	0	8	0	15	0	0
sq968;size=174;	6	13	90	0	0	0	0	0	18	0	0	4	0	0	14	1	0	3	0	0	20	2	0	3	0
sq969;size=174;	3	20	4	0	60	0	0	9	14	0	0	14	0	0	1	0	0	2	0	0	12	12	21	2	0
sq970;size=174;	1	13	1	0	15	0	0	23	4	0	0	3	0	1	2	17	6	18	29	0	9	22	3	7	0
sq971;size=174;	0	25	121	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	8	17	0
sq972;size=173;	0	2	0	0	5	0	0	0	5	0	17	2	0	0	11	58	0	19	24	0	0	23	3	4	0
sq973;size=173;	0	0	18	0	0	0	0	0	0	0	0	1	12	0	0	5	0	0	2	0	0	45	0	90	0
sq974;size=172;	14	7	5	0	23	0	0	13	22	0	13	9	0	5	10	10	9	5	6	0	3	13	1	4	0
sq975;size=172;	8	5	4	0	5	0	0	0	10	0	6	3	3	20	15	21	10	15	42	0	0	0	4	1	0
sq976;size=172;	2	0	1	0	3	0	0	0	26	20	0	2	0	0	5	71	2	17	16	0	0	7	0	0	0
sq977;size=171;	7	0	2	0	4	0	0	2	8	0	8	2	2	4	8	31	6	18	52	3	9	3	2	0	0
sq978;size=171;	2	0	0	0	12	0	0	10	2	0	83	0	0	14	0	6	3	0	5	0	23	0	11	0	0
sq979;size=170;	0	0	0	0	0	161	0	0	4	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
sq980;size=170;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	111	0	0	6	41	0
sq981;size=170;	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq982;size=169;	5	13	0	0	5	0	0	0	24	0	8	15	0	0	10	32	0	9	20	0	14	3	0	11	0
sq983;size=169;	1	0	18	0	0	0	0	1	37	0	5	8	7	0	0	13	2	0	11	5	0	10	11	40	0
sq984;size=169;	1	9	0	0	2	0	0	10	11	0	0	6	0	4	1	44	0	48	31	0	0	0	0	2	0
sq985;size=169;	0	4	115	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	16	29	0	0	0	0	0
sq986;size=169;	0	0	0	0	0	0	0	0	2	0	0	0	116	0	0	0	0	0	0	17	0	15	2	17	0
sq987;size=168;	2	1	3	0	1	0	0	2	1	0	0	1	18	0	3	25	15	26	59	0	5	4	0	2	0
sq988;size=168;	1	5	0	0	3	0	0	29	5	0	0	1	0	0	20	20	8	26	30	0	6	13	1	0	0
sq989;size=168;	1	1	0	0	0	0	0	0	3	0	64	27	11	0	59	0	0	2	0	0	0	0	0	0	0
sq990;size=168;	0	6	0	0	7	0	0	0	14	0	0	1	0	5	8	56	0	32	7	0	0	23	3	6	0
sq991;size=168;	0	4	3	80	1	0	0	0	2	0	0	3	1	0	4	24	0	3	16	22	0	5	0	0	0
sq992;size=168;	0	0	0	0	0	0	0	0	10	0	3	1	8	6	28	4	66	5	18	2	13	3	1	0	0
sq993;size=168;	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
sq994;size=167;	12	4	3	0	9	0	0	13	30	0	5	5	0	0	12	17	10	13	26	0	2	2	1	3	0
sq995;size=167;	3	5	3	0	14	0	0	27	3	0	58	0	0	21	2	0	6	15	3	0	0	0	5	2	0
sq996;size=167;	2	9	14	0	8	0	0	2	9	0	12	14	5	8	17	3	0	12	4	36	0	0	9	3	0
sq997;size=167;	0	3	21	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sq998;size=167;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	17	12	103	14	0	0	16	2	1	0
sq999;size=167;	0	0	7	0	0	0	0	0	0	0	0	8	3	0	6	32	0	0	0	59	0	42	0	10	0
sq1000;size=166;	11	4	2	0	10	0	0	21	3	0	5	0	3	26	21	3	21	13	1	0	11	0	11	0	0
sq1001;size=166;	2	1	0	0	0	0	0	17	4	0	8	2	0	15	4	14	17	28	29	0	0	20	2	3	0
sq1002;size=164;	0	3	11	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	126	8	1	0	3	0
sq1003;size=164;	0	2	7	0	0	0	0	0	64	0	0	69	0	0	10	0	0	2	0	0	0	0	0	10	0
sq1004;size=163;	4	21	18	0	0	0	0	0	11	0	51	28	0	0	24	3	0	0	3	0	0	0	0	0	0
sq1005;size=163;	0	0	1	0	0	0	0	25	16	0	0	2	0	6	34	0	35	31	11	0	0	0	0	2	0
sq1006;size=163;	0	0	1	0	0	96	0	0	3	0	1	0	0	0	25	8	10	4	5	0	0	0	7	3	0
sq1007;size=163;	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1008;size=162;	3	4	9	0	9	78	0	2	9	0	1	0	12	0	2	5	3	3	14	0	1	6	1	0	0
sq1009;size=162;	2	4	29	0	6	0	0	0	12	0	0	2	0	0	4	20	3	3	6	56	0	5	3	7	0
sq1010;size=162;	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	108	29	10	0	0	0	5	0	0
sq1011;size=161;	0	3	9	0	7	0	0	0	5	0	0	0	9	0	4	48	0	0	6	0	0	65	0	5	0
sq1012;size=161;	0	0	0	0	1	0	0	7	4	0	0	0	2	50	18	6	37	22	3	0	9	0	2	0	0
sq1013;size=160;	10	24	0	0	5	0	0	12	43	0	3	5	0	0	6	0	0	13	0	0	20	10	9	0	0
sq1014;size=160;	7	1	1	0	8	0	0	0	10	0	5	5	4	5	14	3	33	17	28	0	6	5	2	6	0
sq1015;size=160;	2	0	1	12	0	2	22	0	10	0	14	19	0	10	0	3	0	4	1	1	4	27	24	0	4
sq1016;size=160;	2	11	28	0	2	0	0	0	10	0	0	35	12	0	1	5	3	1	5	0	0	31	0	14	0
sq1017;size=160;	0	0	66	0	0	0	0	0	5	0	0	69	0	0	3	3	0	0	0	0	0	0	0	14	0
sq1018;size=160;	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1019;size=159;	1	1	4	0	3	0	0	0	0	0	0	0	0	0	4	68	0	4	52	0	0	20	0	2	0
sq1020;size=159;	0	3	3	0	2	0	0	6	9	0	8	2	0	0	0	2	0	0	4	118	0	0	0	2	0
sq1021;size=159;	0	0	14	0	0	0	0	0	0	0	11	15	20	0	1	32	0	3	9	0	0	45	0	9	0
sq1022;size=158;	8	10	29	0	0	0	0	0	21	0	6	5	3	0	15	0	26	7	4	0	0	0	5	19	0
sq1023;size=158;	2	4	12	0	1	0	0	0	14	0	0	1	0	0	5	14	0	0	7	87	0	4	1	6	0
sq1024;size=158;	0	2	7	0	3	26	0	1	2	2	0	1	49	0	1	14	0	0	1	0	2	41	1	5	0
sq1025;size=158;	0	2	19	0	2	0	0	0	9	0	25	4	0	0	68	0	0	27	0	0	0	0	0	2	0
sq1026;size=158;	0	0	0	0	1	0	0	3	1	0	0	0	0	24	9	15	13	28	59	0	0	2	1	2	0
sq1027;size=158;	0	0	0	0	0	0	0	4	0	0	102	0	0	30	0	0	3	0	0	0	6	0	13	0	0
sq1028;size=157;	1	3	3	0	1	0	0	3	1	10	0	0	27	0	3	2	0	0	0	80	2	19	0	2	0
sq1029;size=157;	0	6	6	0	0	0	0	0	36	0	0	32	0	0	7	10	0	3	0	0	18	22	0	17	0
sq1030;size=156;	57	0	0	0	1	0	0	0	0	0	82	0	1	0	0	0	0	0	0	1	0	1	13	0	0
sq1031;size=156;	11	15	60	0	0	0	0	0	59	0	7	3	0	0	1	0	0	0	0	0	0	0	0	0	0
sq1032;size=156;	10	4	0	0	13	0	0	5	12	0	0	4	21	13	14	10	0	23	11	0	0	0	2	14	0
sq1033;size=156;	8	0	0	0	30	0	0	10	15	0	0	0	0	31	0	1	3	0	0	0	41	0	14	3	0
